insurer_name,insurer_type,solvency_ratio,claims_ratio,premium_growth,reserve_adequacy,liquidity_ratio,compliance_score,policy_count,year,quarter,risk_label,anomaly_flag
Alliance Insurance,reinsurer,1.852,0.6917,0.1379,0.3687,1.9734,0.7646,2794,2023,3,adequate,0
Nicoz Diamond Insurance,reinsurer,1.5003,0.862,-0.2673,0.5254,1.5522,0.6721,1549,2021,1,adequate,1
Nicoz Diamond Insurance,reinsurer,2.1376,0.3705,0.3492,0.884,1.5683,0.9232,7423,2024,1,strong,0
Sanctuary Insurance,reinsurer,1.2994,0.4358,0.1806,0.8448,1.1743,0.8728,6930,2024,1,strong,0
Old Mutual Zimbabwe,general,1.213,0.4713,-0.3125,0.823,0.7091,0.8371,2174,2022,2,adequate,0
Tristar Insurance,reinsurer,1.3645,0.8354,-0.0171,0.8362,0.7726,0.6504,6800,2024,3,adequate,0
Heritage Insurance,life,1.5383,0.8225,-0.0831,0.7941,1.0913,0.9627,10141,2018,3,adequate,0
Old Mutual Zimbabwe,life,1.2604,0.9351,0.1405,0.7696,1.1943,0.9759,2572,2020,4,adequate,0
CBZ Life,reinsurer,1.6681,0.3931,0.0742,0.7549,0.9927,0.5327,5527,2024,4,strong,0
Heritage Life Assurance,life,2.2037,0.6344,-0.1358,0.7238,1.1167,0.7356,7147,2020,4,adequate,0
Tristar Insurance,life,1.0581,0.1896,0.134,0.9005,1.2306,0.9897,5107,2019,2,strong,0
Moonlight Insurance,reinsurer,2.2,0.4888,0.0848,0.6876,1.1885,0.5921,3260,2023,2,strong,0
ZB Life Assurance,general,1.4196,0.5189,0.3338,0.9264,1.4373,0.9232,25305,2021,2,strong,0
RM Insurance,composite,1.3331,0.7889,0.1679,0.8074,1.1517,0.7443,6921,2019,4,adequate,0
Old Mutual Zimbabwe,life,1.113,0.1677,-0.0099,1.1957,1.0297,0.776,10539,2021,4,strong,0
CABS Insurance,life,1.6431,0.5136,-0.025,1.1255,1.5106,0.9133,5663,2024,3,strong,0
Zimnat General Insurance,general,1.486,0.5695,0.0538,0.7614,1.2824,0.8253,3798,2020,3,strong,0
Old Mutual Zimbabwe,reinsurer,1.6866,0.4654,0.4264,0.6303,1.9982,0.5442,9861,2019,2,strong,0
Zimnat General Insurance,general,0.8568,0.5845,0.0779,0.839,0.9281,0.7063,1563,2019,1,adequate,0
Fidelity Life Zimbabwe,life,1.173,0.5943,-0.0397,0.6785,1.4701,0.714,3099,2019,4,adequate,0
First Mutual Life,composite,1.9191,0.7881,-0.0991,0.7233,1.0646,0.7931,1288,2019,1,adequate,0
RM Life Zimbabwe,life,1.5178,0.6504,0.1034,0.8853,1.3278,0.6804,1751,2023,2,strong,0
First Mutual Life,life,0.8332,0.5848,0.008,0.8705,0.8929,0.5202,3243,2022,2,adequate,1
Old Mutual Zimbabwe,life,1.1278,1.0282,0.0598,1.1142,1.194,0.6828,5963,2018,1,adequate,0
CABS Insurance,general,1.241,1.0307,0.0412,1.1858,1.0921,0.9295,10695,2020,1,adequate,0
NicozDiamond Brokers,composite,1.5713,0.9269,-0.0972,0.8766,0.938,0.9992,3984,2022,2,adequate,0
Old Mutual Zimbabwe,general,1.1707,0.8329,0.4958,0.929,1.0303,0.6509,4123,2020,3,adequate,0
Heritage Life Assurance,life,1.7611,0.4186,0.2698,0.6339,1.6554,0.5564,1759,2021,1,strong,0
Tristar Insurance,reinsurer,1.9083,0.5758,-0.0793,0.9664,1.3754,0.8581,4464,2023,3,strong,0
Cell Insurance,general,0.859,1.0546,0.2274,1.0107,1.0361,0.7303,3363,2023,4,watch,1
FBC Insurance,life,1.3848,0.2334,-0.032,1.189,1.1824,0.8899,4758,2023,3,strong,0
CABS Insurance,reinsurer,0.6278,0.5782,0.129,0.9632,0.8336,0.9884,2020,2024,1,watch,1
Moonlight Insurance,general,1.0742,0.5286,0.1882,0.7444,1.1719,0.9134,3030,2022,1,adequate,0
First Mutual Health,general,0.8953,0.5973,0.0844,0.8646,0.9493,0.9199,2828,2024,4,adequate,0
FBC Insurance,composite,1.425,0.4253,0.1364,0.8902,0.783,0.7861,4543,2018,3,strong,0
FBC Insurance,reinsurer,0.9042,0.934,-0.0506,0.7857,1.4823,0.6893,18097,2022,3,watch,0
Alliance Insurance,composite,1.6105,0.316,0.1549,0.7352,1.0066,0.6361,5236,2022,2,strong,0
Tristar Insurance,reinsurer,1.3441,0.9777,0.026,0.6737,1.2688,0.9299,6853,2018,2,adequate,0
Tristar Insurance,composite,1.6035,0.184,-0.2326,0.7611,1.6668,0.9977,8168,2023,2,strong,0
RM Life Zimbabwe,composite,1.0491,0.3012,0.1287,0.7872,1.3052,0.5624,3649,2024,3,adequate,0
Heritage Life Assurance,composite,0.9289,0.8248,0.2171,0.7096,1.3113,0.7803,1081,2019,3,watch,0
ZB Bank Insurance,reinsurer,0.6038,1.1281,-0.1076,0.8949,0.9766,0.9016,3705,2018,3,watch,1
ZB Life Assurance,composite,1.8033,0.7463,0.1772,0.9904,1.0275,0.8936,14453,2019,4,adequate,0
